ID RH;RG;CPF;Ramal;Estado Civil;Nome Completo;Login;Data de Nascimento;CEP;Data de Contratacao;Data de Demissao;Dias Uteis Trabalhados Ano Orcamentario;Salario Base;Impostos;Beneficios;VT;VR;Cargo;Bandeira;Codigos;Quantidade de Acessos;Ferias Acumuladas;Ferias Remuneradas;Horas Extras;Valores Adicionais;ID de Pessoal;ID da area;Nível;Área;COD Área;COD Nível;Quadro;Bonus;Contratacao;Descrição Nível;Tempo no Nível;Plano de Saúde;Plano Odontológico;Setor Responsável;Plano de Carreira
467;999755810;32776263108;2435;C;Daniel Garcia;daniel.garcia;1988-11-02;27349620;2006-10-29;0;220;23018;11509;4603,6;308;739,2;LOII;;XAA6375-SPD;95;1;;167;;;545;;;;;;;;;;;;;
468;656871927;50187820897;3451;C;Luiz de Mattos;luiz.mattos;1992-10-03;35332610;2010-09-29;0;239;8005;4002,5;1601;198;803,04;LOIII;;AEO8954-IVJ;63;56;;38;;;545;;;;;;;;;;;;;
469;762627169;54226412130;2795;S;André dos Santos Pereira Brito;andré.brito;1992-04-01;40207009;2015-12-27;0;242;1094;547;218,8;176;813,12;OPI;;JXC7224-SXB;50;0;;196;;;10;;;;;;;;;;;;;
470;532933077;69627094277;7243;S;Lucas Alvim;lucas.alvim;1992-05-30;46255217;2010-05-26;0;244;22039;11019,5;4407,8;286;819,84;OPIV;;EEG9763-DXS;61;40;;42;;;10;;;;;;;;;;;;;
471;463294612;71312076068;3793;S;Júlia de Oliveira;júlia.oliveira;1981-07-01;37617949;2002-05-03;0;232;7228;3614;1445,6;286;779,52;COI;;EML3792-XLB;104;35;;185;;;11;;;;;;;;;;;;;
472;474469011;79178311692;6983;S;Bruna Santos Oliveira;bruna.oliveira;1974-11-08;39964322;2010-10-14;2012-06-12;210;10551;5275,5;2110,2;198;705,6;COII;;QHP8469-ZXV;111;35;;30;;;11;;;;;;;;;;;;;
473;690599885;56034243224;3485;S;Vinícius Lencastre;vinícius.lencastre;1978-10-09;29812883;2001-10-10;0;155;11843;5921,5;2368,6;286;520,8;FII;;IZZ8128-WWE;135;2;;157;;;322;;;;;;;;;;;;;
474;747804546;79216815163;4720;C;Daniel Pinto Anastácio Machado;daniel.machado;1990-10-08;30624694;2014-04-30;0;231;6992;3496;1398,4;176;776,16;ADII;;DXC9262-KXA;124;55;;196;;;213;;;;;;;;;;;;;
475;723955185;90987125617;2484;C;Breno Franklin da Silva;breno.silva;1988-01-26;47304266;2013-05-29;0;205;8241;4120,5;1648,2;264;688,8;LOII;;GBA8017-OVP;96;57;;50;;;545;;;;;;;;;;;;;
476;198675604;34250069684;6626;S;Renata Lopes de Oliveira;renata.oliveira;1972-04-17;26064205;2006-12-08;0;157;2543;1271,5;508,6;198;527,52;LOI;;PJN9187-ZYF;143;41;;122;;;545;;;;;;;;;;;;;
477;873349300;96097462331;4341;S;Thayane Wermelinger Santos;thayane.santos;1991-11-18;43044579;2009-11-13;0;222;16187;8093,5;3237,4;308;745,92;ADIV;;OPC7045-TPG;119;47;;8;;;213;;;;;;;;;;;;;
478;863391666;75731877319;5699;S;Ramon De Moraes Bergara;ramon.bergara;1989-11-02;28677999;2007-10-29;0;244;9542;4771;1908,4;220;819,84;COI;;LKQ3800-STK;81;10;;108;;;11;;;;;;;;;;;;;
479;630717376;64306524088;1217;S;João da Silva ;joão.silva;1979-11-25;37897262;2015-09-03;0;223;21796;10898;4359,2;242;749,28;COV;;QGP4693-PCR;49;54;;0;;;11;;;;;;;;;;;;;
480;997859911;82341234351;5430;S;Mauricio Jardim;mauricio.jardim;1971-11-23;47011874;1997-03-26;0;167;4566;2283;913,2;308;561,12;LOIV;;CXQ4485-TJT;140;22;;195;;;545;;;;;;;;;;;;;
481;830959072;46146265473;3472;S;Lais Cormack;lais.cormack;1986-05-13;35147794;2009-05-04;0;243;8832;4416;1766,4;198;816,48;OPIV;;RHB2967-WCC;134;31;;44;;;10;;;;;;;;;;;;;
482;557721604;21274815670;7215;C;Milena Fernandes;milena.fernandes;1971-10-22;43372960;1991-01-08;0;230;12636;6318;2527,2;220;772,8;LOIII;;JBE7897-UTX;113;19;;54;;;545;;;;;;;;;;;;;
483;880209213;83588649005;6927;S;Paloma Agostinho Marques dos Santos;paloma.santos;1988-12-20;36077010;2006-12-16;0;219;1217;608,5;243,4;154;735,84;COII;;LIK7648-UXH;105;58;;72;;;11;;;;;;;;;;;;;
484;858876368;6716869616;3276;S;Pedro da Silva ;pedro.silva;1971-12-03;39863490;1992-12-02;0;188;15922;7961;3184,4;176;631,68;OPIV;;KXV4063-KSX;113;44;;159;;;10;;;;;;;;;;;;;
485;694770248;78675180676;1525;C;Luisa da Costa  ;luisa.costa;1983-04-16;36876726;2015-05-12;0;198;18304;9152;3660,8;286;665,28;OPI;;UYP5300-ZGV;126;52;;106;;;10;;;;;;;;;;;;;
486;449727193;36810461401;5737;S;Beatriz de Lima Oliveira;beatriz.oliveira;1983-10-27;42038649;2001-10-22;0;179;15356;7678;3071,2;242;601,44;COII;;TJZ5621-ZGI;99;36;;2;;;11;;;;;;;;;;;;;
487;863737321;67776404197;6327;S;Priscilla Barcelos Tagliari;priscilla.tagliari;1997-01-03;30615672;2014-12-30;0;243;6803;3401,5;1360,6;286;816,48;OPV;;XYX6389-VSE;126;54;;87;;;10;;;;;;;;;;;;;
488;855410323;36372640719;5521;C;Stefan Silva;stefan.silva;1993-04-08;39081452;2011-04-04;0;208;13808;6904;2761,6;176;698,88;FIIII;;SJI5014-MFA;80;26;;142;;;322;;;;;;;;;;;;;
489;399085305;43392060854;5022;S;Eduardo de Carvalho;eduardo.carvalho;1999-05-13;36444182;2017-05-08;0;154;2270;1135;454;198;517,44;OPV;;ZSD7071-MXU;45;49;;19;;;10;;;;;;;;;;;;;
490;412671736;10863405761;3726;S;Pedro Jardim;pedro.jardim;1992-03-10;27781414;2015-01-14;0;173;11171;5585,5;2234,2;286;581,28;ADIII;;XRF9452-JGO;106;49;;120;;;213;;;;;;;;;;;;;
491;951369560;87869928006;4507;S;Mariana Sartorio;mariana.sartorio;1985-01-18;24999418;2004-01-17;0;225;16267;8133,5;3253,4;308;756;COII;;MOW8630-TZB;68;12;;155;;;11;;;;;;;;;;;;;
492;525819007;77290763348;3590;S;Thomaz Campelo da Silva;thomaz.silva;1995-02-15;48582614;2013-02-10;0;174;7665;3832,5;1533;176;584,64;COI;;EYM4789-ORZ;84;54;;182;;;11;;;;;;;;;;;;;
493;728334741;92143125956;5312;S;Pedro Vilas Bôas;pedro.bôas;1990-02-08;38452533;2008-02-04;2013-03-30;196;4968;2484;993,6;286;658,56;LOI;;UJK3777-KIG;75;27;;29;;;545;;;;;;;;;;;;;
494;307135080;91436370502;1504;C;Helena Carramanhos Peixoto ;helena.peixoto;1980-09-25;28668019;2001-03-20;0;205;16621;8310,5;3324,2;154;688,8;FIIII;;YGU3034-TQK;77;52;;200;;;322;;;;;;;;;;;;;
495;982291303;56700558997;5942;C;Carolina Marques;carolina.marques;1994-11-25;39068531;2014-11-15;2018-01-07;229;5363;2681,5;1072,6;198;769,44;LOIII;;OZT3825-SCD;96;20;;34;;;545;;;;;;;;;;;;;
496;243564935;96283060188;4146;S;Nicolas Conceição Leite;nicolas.leite;1980-08-06;47790880;2011-03-16;0;230;6710;3355;1342;308;772,8;COI;;RUE4183-VKX;57;3;;40;;;11;;;;;;;;;;;;;
497;837201753;1387367641;2031;S;João Resinente;joão.resinente;1996-09-17;40511266;2014-09-13;0;247;23256;11628;4651,2;308;829,92;ADII;;BUP1490-QQG;144;32;;132;;;213;;;;;;;;;;;;;
498;413322638;10180348974;5238;S;Luize da Costa;luize.costa;1980-11-30;23488648;2013-01-14;0;151;17162;8581;3432,4;176;507,36;ADIII;;ORU6967-XQG;139;56;;11;;;213;;;;;;;;;;;;;
499;152005418;31652836240;1655;C;Bárbara Gonçalves ;bárbara.gonçalves;1992-09-21;35329849;2010-09-17;0;173;20338;10169;4067,6;286;581,28;COI;;HQS6481-FQZ;73;19;;1;;;11;;;;;;;;;;;;;
500;854512164;88519923483;3309;C;Carolina Calafate;carolina.calafate;1993-01-20;25515718;2011-01-16;2017-03-05;205;13296;6648;2659,2;198;688,8;LOII;;YXK9566-ZEN;115;51;;166;;;545;;;;;;;;;;;;;
501;143836000;71399869639;2648;S;Yuri Vasconcelos;yuri.vasconcelos;1984-11-10;40170885;2002-11-06;2009-05-07;190;19609;9804,5;3921,8;264;638,4;ADII;;DRF3116-OJS;145;26;;99;;;213;;;;;;;;;;;;;
502;575413219;95126718515;4058;S;Mateus Novaes Silva;mateus.silva;1975-06-21;48962482;2007-10-01;0;225;24070;12035;4814;308;756;COV;;VCL8538-VFP;133;44;;197;;;11;;;;;;;;;;;;;
503;511104966;75133438138;4113;C;Mariana Almeida Alexandre;mariana.alexandre;1991-06-15;31383800;2009-06-10;0;167;17258;8629;3451,6;286;561,12;OPIII;;GAC6850-MHE;147;30;;127;;;10;;;;;;;;;;;;;
504;186440635;39765809261;6365;S;Diego de Melo Teixeira;diego.teixeira;1987-07-29;35106746;2008-01-15;2012-10-04;247;7240;3620;1448;176;829,92;FIII;;MME3032-KZC;57;43;;89;;;322;;;;;;;;;;;;;
505;201184662;68307546459;2192;S;Paulo de Oliveira e Mello     ;paulo.mello;1976-09-06;38947870;1997-03-05;0;152;19792;9896;3958,4;242;510,72;COII;;TFO7795-UXA;80;31;;118;;;11;;;;;;;;;;;;;
506;508564399;53711524927;5637;C;Bianca Lemos;bianca.lemos;1983-04-27;44315832;2001-04-22;0;220;22506;11253;4501,2;286;739,2;ADII;;BRH5565-QGH;65;8;;188;;;213;;;;;;;;;;;;;
507;654411966;44246436282;7423;S;Thiago Fernandes de Araújo;thiago.araújo;1974-06-03;40606591;1996-01-09;0;248;13725;6862,5;2745;176;833,28;OPII;;UBN6423-KEQ;79;36;;107;;;10;;;;;;;;;;;;;
508;437668993;90730378349;1558;C;João Negrelli;joão.negrelli;1977-12-17;25921038;2008-06-08;2018-01-07;186;19255;9627,5;3851;286;624,96;FIII;;UOY9797-LMN;70;60;;151;;;322;;;;;;;;;;;;;
509;672059506;26894389692;4027;S;João Suzano;joão.suzano;1977-02-15;26986587;2000-05-15;2001-01-20;178;8085;4042,5;1617;242;598,08;LOII;;JRL8523-HHI;26;5;;61;;;545;;;;;;;;;;;;;
510;900385854;34338608047;7846;S;Bruna Rocha de Carvalho;bruna.carvalho;1999-05-30;20768418;2017-05-25;0;198;15934;7967;3186,8;154;665,28;COI;;IRR4026-BKD;139;45;;131;;;11;;;;;;;;;;;;;
511;327053187;5294941955;6604;S;Samantha de Oliveira Pereira;samantha.pereira;1982-03-15;49448178;2000-03-10;0;194;4059;2029,5;811,8;308;651,84;OPIV;;WDI7601-SWQ;86;9;;109;;;10;;;;;;;;;;;;;
512;788739752;99951511054;2404;S;Bruno Paes Leme;bruno.leme;1983-09-16;23634331;2014-09-06;0;190;1410;705;282;154;638,4;FIII;;FSW8142-BGK;34;29;;94;;;322;;;;;;;;;;;;;
513;314022078;44809174881;4157;S;João Monteiro;joão.monteiro;1991-05-11;20647131;2009-05-06;0;173;6455;3227,5;1291;154;581,28;ADIII;;MFU8949-QYK;32;59;;8;;;213;;;;;;;;;;;;;
514;554710395;7583432285;4633;C;Yago Oliveira;yago.oliveira;1982-09-02;36968950;2013-10-03;0;245;3505;1752,5;701;220;823,2;COI;;ZSS7728-LIG;27;49;;113;;;11;;;;;;;;;;;;;
515;529249286;61226558260;3915;C;Leandro Tabet;leandro.tabet;1971-12-09;42975724;2005-08-06;2015-07-16;156;10885;5442,5;2177;176;524,16;COII;;RDS9332-AQO;149;21;;120;;;11;;;;;;;;;;;;;
516;158937359;36073984746;6411;C;Beatriz Virginio;beatriz.virginio;1981-01-29;30972933;1999-01-25;2004-03-16;189;10136;5068;2027,2;264;635,04;COIII;;OSL2416-ETO;126;3;;62;;;11;;;;;;;;;;;;;
517;296806913;18870210999;1126;C;Maria Mello;maria.mello;1996-09-16;22600038;2014-09-12;0;212;18080;9040;3616;308;712,32;LOII;;ZUF9288-NNM;42;7;;12;;;545;;;;;;;;;;;;;
518;895045907;6864440781;5159;S;Nuno de Oliveira Sampaio;nuno.sampaio;1996-02-13;32984429;2014-02-08;0;244;6652;3326;1330,4;308;819,84;COI;;ATA8785-ZEK;68;3;;14;177.0;;11;;;;;;;;;;;;;
519;291183378;1425235998;6099;S;Manuela Abreu Braga Martins;manuela.martins;1984-11-05;27050144;2013-03-12;0;232;4487;2243,5;897,4;242;779,52;FIIV;;BZJ6113-DVL;69;41;;58;;;322;;;;;;;;;;;;;
520;942888625;65848718595;6153;S;Flávio Silva Mendonça;flávio.mendonça;1996-12-02;43212305;2014-11-28;0;176;10313;5156,5;2062,6;220;591,36;ADII;;WPN9829-NLY;111;3;;166;;;213;;;;;;;;;;;;;
521;978537053;58779311477;6542;C;Ébio Velucci;ébio.velucci;1994-09-29;47974844;2012-09-24;0;179;11403;5701,5;2280,6;198;601,44;ADI;;SQV8470-OAF;78;5;;83;;;213;;;;;;;;;;;;;
522;447186324;77875037290;4781;S;Victor Fonseca;victor.fonseca;1990-03-25;32518801;2016-02-10;2018-01-07;173;24566;12283;4913,2;154;581,28;ADI;;IEU8913-HAN;129;53;;188;;;213;;;;;;;;;;;;;
523;269282574;34537664161;3743;C;Bernardo Silva;bernardo.silva;1982-06-19;26164321;2013-12-17;0;172;3224;1612;644,8;242;577,92;OPII;;PTN9089-EEN;135;34;;3;;;10;;;;;;;;;;;;;
524;212352012;62475923475;3024;C;Guilherme Cerne Barreto;guilherme.barreto;1990-02-17;36519938;2008-02-13;0;151;1949;974,5;389,8;264;507,36;OPV;;AFV7613-DHA;94;25;;57;;;10;;;;;;;;;;;;;
525;302399152;86588384096;7313;C;Nathália Fernandes de Araújo;nathália.araújo;1978-04-29;49428437;2017-09-26;0;244;3375;1687,5;675;308;819,84;ADIV;;WOA7495-SRZ;79;1;;124;;;213;;;;;;;;;;;;;
526;789006468;91504980777;3135;S;Guilherme Lander Regasso;guilherme.regasso;1978-02-07;28852133;2002-08-14;0;215;3693;1846,5;738,6;220;722,4;OPI;;QOU1028-JKA;88;9;;118;;;10;;;;;;;;;;;;;
527;541170567;76926775882;3150;S;Brenno Silva;brenno.silva;1983-08-25;32209610;2001-08-20;0;233;7092;3546;1418,4;308;782,88;OPII;;NJU3438-GDB;114;39;;50;15.0;;10;;;;;;;;;;;;;
528;489004123;46111631889;7348;S;William Araujo Kelly;william.kelly;1970-01-18;45930385;1996-01-15;0;248;17701;8850,5;3540,2;198;833,28;OPIII;;JQL5655-SSB;119;30;;62;;;10;;;;;;;;;;;;;
529;261816261;9831992563;2708;C;Daniele Blumberg;daniele.blumberg;1982-09-19;35798998;2017-04-02;0;215;12127;6063,5;2425,4;154;722,4;ADI;;PDD9944-NQU;143;52;;147;;;213;;;;;;;;;;;;;
530;790071411;92698612354;5895;C;Jorge Nascimento Viríssimo;jorge.viríssimo;1997-02-02;42849643;2015-01-29;2018-01-07;180;5299;2649,5;1059,8;176;604,8;FIV;;CCU1721-FAJ;143;59;;172;;;322;;;;;;;;;;;;;
531;524024983;95358890619;3172;S;Gabriel Tourinho Rodrigues;gabriel.rodrigues;1983-12-26;27192903;2011-04-09;0;249;2963;1481,5;592,6;198;836,64;ADV;;ZJC3223-LGA;49;10;;166;;;213;;;;;;;;;;;;;
532;401461132;76210493256;4074;S;João Cavalcanti Alves;joão.alves;1970-05-15;30139757;1998-08-14;2003-06-12;176;21958;10979;4391,6;176;591,36;COIII;;OOJ5936-QBW;117;23;;70;;;11;;;;;;;;;;;;;
533;320166315;58687062248;4853;C;Bernardo Magno;bernardo.magno;1985-03-24;37278455;2005-12-05;0;155;14058;7029;2811,6;220;520,8;ADI;;ITL2023-OIC;32;41;;174;;;213;;;;;;;;;;;;;
534;785803477;96855777753;6239;C;Raíza Barcellos;raíza.barcellos;1976-03-13;43864344;2000-09-19;0;150;3934;1967;786,8;264;504;LOII;;NWG5077-PBZ;146;13;;117;;;545;;;;;;;;;;;;;
535;195532101;2439810843;5239;C;Bernardo da cunha ;bernardo.cunha;1979-06-30;45499870;2002-03-17;0;170;21622;10811;4324,4;286;571,2;LOII;;CKP3287-UEK;55;57;;88;;;545;;;;;;;;;;;;;
536;486535229;4764050200;3572;C;Julia Novaes Silva;julia.silva;1992-11-10;21517794;2013-11-02;0;173;7552;3776;1510,4;154;581,28;COII;;XWA4609-XHL;139;41;;44;;;11;;;;;;;;;;;;;
537;981279157;54115282873;1376;S;Arthur Bispo;arthur.bispo;1993-07-22;34689811;2011-07-18;0;154;1372;686;274,4;308;517,44;COII;;SEA1242-VQT;60;35;;4;;;11;;;;;;;;;;;;;
538;464550454;16126495226;6269;S;Raianne Brum;raianne.brum;1988-06-03;31097240;2013-08-12;0;213;11791;5895,5;2358,2;176;715,68;FIV;;QLF8561-NLL;56;44;;114;;;322;;;;;;;;;;;;;
539;581607230;53692945235;7334;C;Renan Assis da Silva;renan.silva;1970-06-04;46713680;2003-09-06;2006-12-22;241;8932;4466;1786,4;220;809,76;FIIII;;CRK2830-LYP;114;58;;142;;;322;;;;;;;;;;;;;
